id,timestamp,full_sq,life_sq,floor,state,max_floor,material,build_year,num_room,kitch_sq,full_all,sub_area,price_doc
12071,2013-11-12,70,46.0,5.0,3.0,5.0,2.0,1896.0,2.0,8.0,102590,Danilovskoe,11000000
12072,2013-11-12,71,68.0,15.0,4.0,19.0,4.0,2002.0,2.0,9.0,155427,Horoshevo-Mnevniki,18000000
12073,2013-11-12,43,27.0,5.0,2.0,9.0,1.0,1971.0,2.0,5.0,112221,Chertanovo Juzhnoe,2000000
12074,2013-11-12,45,27.0,4.0,2.0,12.0,5.0,1969.0,2.0,5.0,94564,Golovinskoe,5450000
12075,2013-11-13,57,56.0,3.0,2.0,5.0,1.0,1966.0,3.0,5.0,125111,Solncevo,990000
12076,2013-11-13,59,34.0,21.0,,22.0,1.0,1997.0,2.0,10.0,41504,Beskudnikovskoe,9500000
12077,2013-11-13,80,47.0,13.0,3.0,14.0,1.0,1989.0,3.0,8.0,221709,Krjukovo,8000000
12078,2013-11-13,31,31.0,1.0,2.0,5.0,5.0,1962.0,1.0,5.0,155427,Horoshevo-Mnevniki,990000
12079,2013-11-13,72,43.0,9.0,2.0,17.0,1.0,1986.0,3.0,10.0,129207,Orehovo-Borisovo Juzhnoe,9470000
12080,2013-11-13,58,32.0,6.0,2.0,17.0,1.0,1998.0,2.0,10.0,130396,Cheremushki,12400000
12081,2013-11-13,62,38.0,12.0,2.0,12.0,1.0,1982.0,3.0,8.0,38075,Silino,7500000
12082,2013-11-13,64,45.0,5.0,2.0,7.0,2.0,1932.0,3.0,6.0,116742,Tverskoe,14900000
12084,2013-11-13,48,28.0,4.0,3.0,9.0,1.0,1975.0,2.0,6.0,32071,Staroe Krjukovo,2000000
12085,2013-11-13,56,34.0,1.0,2.0,5.0,2.0,1959.0,2.0,7.0,85083,Sokolinaja Gora,3000000
12087,2013-11-13,32,18.0,7.0,2.0,9.0,1.0,1968.0,1.0,6.0,60315,Severnoe Medvedkovo,5500000
12088,2013-11-13,85,,12.0,,22.0,1.0,1.0,3.0,1.0,77878,Orehovo-Borisovo Severnoe,8363713
12089,2013-11-13,43,27.0,8.0,2.0,9.0,1.0,1969.0,2.0,6.0,1318695,Vyhino-Zhulebino,5500000
12090,2013-11-13,78,45.0,8.0,3.0,14.0,1.0,1995.0,3.0,10.0,165727,Mar'ino,10500000
12091,2013-11-13,37,17.0,6.0,3.0,9.0,2.0,1966.0,1.0,8.0,37807,Savelki,4850000
12092,2013-11-13,47,28.0,2.0,2.0,9.0,2.0,1964.0,2.0,6.0,96959,Levoberezhnoe,2000000
12093,2013-11-13,63,38.0,3.0,3.0,9.0,1.0,1971.0,3.0,8.0,12327,Gol'janovo,10300000
12094,2013-11-13,52,52.0,12.0,1.0,18.0,1.0,2013.0,1.0,1.0,17790,Poselenie Vnukovskoe,5793437
12095,2013-11-13,48,27.0,1.0,2.0,5.0,2.0,1953.0,2.0,7.0,73148,Vojkovskoe,8000000
12096,2013-11-13,43,17.0,13.0,3.0,24.0,4.0,2008.0,1.0,10.0,83844,Obruchevskoe,10000000
12097,2013-11-13,47,27.0,5.0,3.0,9.0,1.0,1972.0,2.0,6.0,81980,Jaroslavskoe,6500000
12098,2013-11-13,55,30.0,7.0,2.0,12.0,1.0,2000.0,2.0,12.0,102618,Juzhnoe Butovo,8250000
12099,2013-11-13,37,22.0,1.0,2.0,9.0,1.0,1964.0,2.0,7.0,31167,Kuz'minki,5400000
12100,2013-11-13,37,,24.0,3.0,24.0,1.0,2013.0,1.0,1.0,156377,Strogino,7077100
12101,2013-11-13,39,,19.0,3.0,22.0,4.0,2013.0,1.0,1.0,115352,Nagornoe,7939570
12102,2013-11-13,47,31.0,9.0,3.0,12.0,1.0,1968.0,2.0,8.0,72131,Novogireevo,7200000
12103,2013-11-13,52,51.0,11.0,1.0,17.0,1.0,2013.0,2.0,1.0,247469,Nekrasovka,5174562
12104,2013-11-13,56,56.0,3.0,1.0,9.0,2.0,1965.0,3.0,5.0,57405,Preobrazhenskoe,9600000
12105,2013-11-13,65,65.0,6.0,1.0,15.0,6.0,2015.0,3.0,1.0,116742,Tverskoe,3831615
12106,2013-11-13,44,29.0,2.0,2.0,9.0,1.0,1975.0,2.0,6.0,1318695,Vyhino-Zhulebino,6000000
12107,2013-11-13,55,31.0,3.0,3.0,8.0,2.0,1937.0,2.0,6.0,102726,Jakimanka,14500000
12108,2013-11-13,34,15.0,6.0,,17.0,1.0,2004.0,1.0,7.0,102618,Juzhnoe Butovo,5650000
12109,2013-11-13,97,55.0,15.0,3.0,16.0,1.0,1989.0,3.0,12.0,78507,Kuncevo,20000000
12110,2013-11-13,45,24.0,14.0,3.0,16.0,2.0,1974.0,2.0,7.0,94564,Golovinskoe,3200000
12111,2013-11-13,81,39.0,25.0,1.0,30.0,4.0,2012.0,2.0,11.0,1452550,Bogorodskoe,8700000
12112,2013-11-13,58,32.0,17.0,2.0,21.0,5.0,1991.0,2.0,8.0,43795,Pechatniki,7700000
12113,2013-11-13,59,38.0,8.0,3.0,9.0,1.0,1971.0,3.0,6.0,104410,Veshnjaki,1250000
12114,2013-11-13,167,97.0,5.0,4.0,18.0,6.0,2001.0,4.0,15.0,83844,Obruchevskoe,65000000
12115,2013-11-13,40,40.0,11.0,1.0,11.0,1.0,2014.0,1.0,1.0,116742,Tverskoe,3866200
12116,2013-11-14,30,18.0,5.0,3.0,5.0,2.0,1963.0,1.0,5.0,3521,Savelovskoe,6800000
12117,2013-11-14,50,25.0,8.0,3.0,11.0,6.0,2008.0,1.0,15.0,61039,Ramenki,7781886
12118,2013-11-14,61,1.0,13.0,1.0,17.0,1.0,2014.0,2.0,1.0,247469,Nekrasovka,6304515
12119,2013-11-14,79,77.0,9.0,1.0,17.0,1.0,2013.0,3.0,1.0,247469,Nekrasovka,7257928
12120,2013-11-14,47,27.0,5.0,3.0,9.0,1.0,1972.0,2.0,6.0,32071,Staroe Krjukovo,5400000
12122,2013-11-14,52,29.0,16.0,3.0,22.0,5.0,1978.0,2.0,7.0,38075,Silino,6700000
12123,2013-11-14,47,27.0,6.0,3.0,12.0,6.0,2009.0,2.0,7.0,221709,Krjukovo,6000000
12124,2013-11-14,29,18.0,1.0,2.0,5.0,2.0,1963.0,1.0,5.0,101708,Juzhnoportovoe,1000000
12128,2013-11-14,30,18.0,7.0,3.0,9.0,2.0,1967.0,1.0,5.0,21040,Dorogomilovo,8000000
12130,2013-11-14,34,34.0,2.0,1.0,12.0,1.0,0.0,1.0,0.0,21819,Poselenie Desjonovskoe,3138099
12131,2013-11-14,41,16.0,10.0,,17.0,6.0,2009.0,1.0,10.0,13890,Poselenie Sosenskoe,6000000
12132,2013-11-14,37,35.0,9.0,1.0,12.0,4.0,2013.0,1.0,1.0,2942,Poselenie Filimonkovskoe,2555661
12133,2013-11-14,42,26.0,2.0,3.0,5.0,1.0,1962.0,2.0,5.0,31167,Kuz'minki,6450000
12134,2013-11-14,38,19.0,7.0,3.0,17.0,1.0,1997.0,1.0,8.0,91100,Donskoe,8900000
12135,2013-11-14,44,29.0,2.0,3.0,5.0,2.0,1962.0,2.0,5.0,89971,Ljublino,5850000
12136,2013-11-14,56,29.0,2.0,2.0,10.0,1.0,2003.0,2.0,11.0,85219,Matushkino,2000000
12137,2013-11-14,39,37.0,7.0,1.0,17.0,4.0,2013.0,1.0,1.0,116742,Tverskoe,4138020
12138,2013-11-14,58,32.0,16.0,2.0,17.0,1.0,1989.0,2.0,10.0,32071,Staroe Krjukovo,9600000
12139,2013-11-14,35,14.0,9.0,2.0,12.0,1.0,1996.0,1.0,10.0,94561,Novokosino,5500000
12140,2013-11-14,27,15.0,2.0,2.0,5.0,1.0,1965.0,1.0,5.0,36154,Perovo,2000000
12141,2013-11-14,44,14.0,13.0,3.0,17.0,1.0,2003.0,1.0,12.0,43795,Pechatniki,7500000
12142,2013-11-14,36,18.0,8.0,3.0,8.0,5.0,1986.0,1.0,9.0,102726,Jakimanka,1000000
12143,2013-11-14,41,23.0,3.0,3.0,14.0,1.0,1994.0,1.0,8.0,221709,Krjukovo,4500000
12144,2013-11-14,62,62.0,6.0,2.0,12.0,1.0,1978.0,3.0,8.0,76284,Nagatinskij Zaton,11150000
12145,2013-11-14,70,36.0,4.0,1.0,25.0,1.0,2014.0,2.0,11.0,247469,Nekrasovka,6518400
12146,2013-11-14,42,27.0,1.0,2.0,5.0,1.0,1966.0,2.0,5.0,145576,Caricyno,5700000
12147,2013-11-14,45,24.0,3.0,2.0,5.0,2.0,1959.0,1.0,9.0,89971,Ljublino,1000000
12148,2013-11-14,51,29.0,3.0,4.0,12.0,1.0,1995.0,2.0,8.0,165727,Mar'ino,9150000
12149,2013-11-14,83,49.0,22.0,,23.0,4.0,2008.0,3.0,9.0,27992,Juzhnoe Medvedkovo,7361625
12150,2013-11-14,65,65.0,3.0,1.0,15.0,6.0,2015.0,3.0,1.0,2942,Poselenie Filimonkovskoe,3841298
12153,2013-11-14,38,38.0,8.0,3.0,17.0,1.0,1989.0,1.0,8.0,112804,Filevskij Park,9100000
12154,2013-11-14,53,30.0,4.0,2.0,12.0,1.0,1979.0,2.0,8.0,64931,Vostochnoe Degunino,2000000
12155,2013-11-14,82,55.0,2.0,,6.0,2.0,1929.0,3.0,11.0,75377,Hamovniki,16900000
12156,2013-11-14,35,19.0,9.0,3.0,12.0,1.0,1968.0,1.0,9.0,53786,Severnoe Tushino,6220000
12157,2013-11-14,39,18.0,16.0,1.0,17.0,1.0,2012.0,1.0,9.0,13890,Poselenie Sosenskoe,4227500
12158,2013-11-14,42,28.0,1.0,3.0,9.0,2.0,1966.0,2.0,5.0,65972,Ostankinskoe,7950000
12160,2013-11-14,39,39.0,2.0,1.0,17.0,6.0,2014.0,1.0,10.0,247469,Nekrasovka,4424000
12161,2013-11-14,50,29.0,1.0,,14.0,1.0,1991.0,2.0,8.0,78616,Severnoe Butovo,7900000
12162,2013-11-14,32,18.0,4.0,2.0,9.0,1.0,1970.0,1.0,6.0,145576,Caricyno,5000000
12163,2013-11-14,39,,2.0,,17.0,1.0,1.0,1.0,1.0,26943,Mar'ina Roshha,4138020
12165,2013-11-14,31,17.0,3.0,3.0,5.0,1.0,1967.0,1.0,5.0,1452550,Bogorodskoe,4800000
12167,2013-11-14,42,26.0,1.0,3.0,5.0,2.0,1965.0,2.0,5.0,19940,Nizhegorodskoe,6200000
12170,2013-11-14,56,39.0,6.0,3.0,9.0,2.0,1969.0,3.0,5.0,166803,Shhukino,9800000
12171,2013-11-14,31,18.0,5.0,,5.0,5.0,1964.0,1.0,5.0,145576,Caricyno,4950000
12172,2013-11-14,31,15.0,1.0,1.0,17.0,1.0,2013.0,1.0,10.0,9553,Poselenie Voskresenskoe,3462800
12173,2013-11-14,32,20.0,4.0,3.0,5.0,1.0,1961.0,1.0,5.0,73007,Begovoe,5950000
12174,2013-11-14,37,37.0,19.0,1.0,1.0,1.0,2013.0,1.0,1.0,156377,Strogino,7016800
12175,2013-11-14,57,30.0,2.0,2.0,7.0,1.0,1996.0,2.0,11.0,102618,Juzhnoe Butovo,7600000
12176,2013-11-14,59,34.0,9.0,4.0,16.0,1.0,1981.0,2.0,10.0,165727,Mar'ino,2000000
12178,2013-11-14,132,70.0,7.0,1.0,25.0,1.0,2008.0,3.0,18.0,7341,Poselenie Moskovskij,5300000
12179,2013-11-14,44,,14.0,1.0,24.0,4.0,1.0,1.0,1.0,61039,Ramenki,7420050
12180,2013-11-15,30,15.0,1.0,3.0,12.0,1.0,1978.0,1.0,7.0,129207,Orehovo-Borisovo Juzhnoe,3000000
12181,2013-11-15,58,58.0,7.0,1.0,1.0,1.0,2013.0,2.0,1.0,9553,Poselenie Voskresenskoe,6714893
12182,2013-11-15,52,,3.0,,1.0,6.0,1.0,2.0,1.0,2942,Poselenie Filimonkovskoe,3284140
12183,2013-11-15,36,19.0,1.0,,17.0,1.0,1991.0,1.0,7.0,78616,Severnoe Butovo,5900000
12184,2013-11-15,44,27.0,5.0,3.0,12.0,5.0,1959.0,2.0,6.0,108171,Zamoskvorech'e,10100000
12185,2013-11-15,42,28.0,4.0,3.0,5.0,1.0,1961.0,2.0,5.0,118945,Vostochnoe Izmajlovo,5700000
12187,2013-11-15,53,30.0,4.0,3.0,12.0,1.0,1982.0,2.0,8.0,155427,Horoshevo-Mnevniki,9750000
12188,2013-11-15,44,28.0,4.0,3.0,9.0,1.0,1975.0,2.0,6.0,61396,Otradnoe,7300000
12189,2013-11-15,36,18.0,4.0,,12.0,1.0,1978.0,1.0,6.0,64931,Vostochnoe Degunino,5250000
12191,2013-11-15,53,52.0,3.0,1.0,4.0,4.0,2014.0,2.0,1.0,116742,Tverskoe,3144298
12193,2013-11-15,35,20.0,4.0,3.0,9.0,1.0,1977.0,1.0,6.0,68630,Lianozovo,5350000
12195,2013-11-15,74,45.0,8.0,3.0,12.0,1.0,2000.0,3.0,9.0,102618,Juzhnoe Butovo,10450000
12196,2013-11-15,31,17.0,3.0,2.0,5.0,1.0,1972.0,1.0,5.0,43795,Pechatniki,4400000
12197,2013-11-15,31,17.0,4.0,3.0,5.0,5.0,1959.0,1.0,0.0,89467,Fili Davydkovo,6000000
12198,2013-11-15,34,20.0,1.0,3.0,12.0,5.0,1965.0,1.0,9.0,153248,Kotlovka,6400000
12199,2013-11-15,45,30.0,4.0,2.0,5.0,1.0,1961.0,2.0,5.0,85083,Sokolinaja Gora,5650000
12200,2013-11-15,39,20.0,7.0,3.0,12.0,1.0,1980.0,1.0,8.0,112221,Chertanovo Juzhnoe,6400000
12202,2013-11-15,32,18.0,5.0,3.0,9.0,1.0,1978.0,1.0,6.0,100846,Dmitrovskoe,5000000
12203,2013-11-15,38,19.0,10.0,4.0,17.0,1.0,1988.0,1.0,8.0,87713,Zapadnoe Degunino,6500000
12204,2013-11-15,58,29.0,9.0,1.0,1.0,6.0,2014.0,2.0,7.0,9553,Poselenie Voskresenskoe,5618265
12205,2013-11-15,65,,9.0,,1.0,1.0,2013.0,3.0,1.0,116742,Tverskoe,3841298
12206,2013-11-15,74,45.0,2.0,2.0,17.0,1.0,1997.0,3.0,9.0,103746,Metrogorodok,10900000
12207,2013-11-15,59,31.0,12.0,3.0,24.0,6.0,2009.0,2.0,9.0,130396,Cheremushki,14500000
12208,2013-11-15,45,24.0,2.0,3.0,16.0,1.0,1974.0,2.0,6.0,55125,Babushkinskoe,8000000
12209,2013-11-15,118,74.0,8.0,,12.0,4.0,2012.0,4.0,13.0,13890,Poselenie Sosenskoe,7610715
12210,2013-11-15,44,28.0,2.0,2.0,9.0,1.0,1968.0,2.0,5.0,53786,Severnoe Tushino,6350000
12211,2013-11-15,37,22.0,4.0,4.0,9.0,5.0,1964.0,2.0,7.0,1100773,Ajeroport,2000000
12212,2013-11-15,114,65.0,12.0,4.0,25.0,1.0,2008.0,3.0,12.0,21155,Mitino,9000000
12214,2013-11-15,80,56.0,8.0,2.0,12.0,1.0,1979.0,4.0,6.0,156377,Strogino,13000000
12215,2013-11-15,51,33.0,1.0,2.0,9.0,1.0,1974.0,3.0,6.0,178473,Pokrovskoe Streshnevo,6500000
12216,2013-11-15,95,55.0,19.0,1.0,23.0,4.0,2009.0,3.0,12.0,78507,Kuncevo,5210000
12217,2013-11-15,38,19.0,6.0,2.0,14.0,1.0,1994.0,1.0,8.0,165727,Mar'ino,5900000
12218,2013-11-15,56,35.0,1.0,3.0,8.0,2.0,1961.0,2.0,9.0,115352,Nagornoe,8800000
12219,2013-11-16,44,28.0,5.0,2.0,9.0,1.0,1970.0,2.0,6.0,64931,Vostochnoe Degunino,6612000
12220,2013-11-16,39,19.0,13.0,3.0,17.0,1.0,2012.0,1.0,9.0,17790,Poselenie Vnukovskoe,5020000
12221,2013-11-16,73,42.0,5.0,3.0,17.0,1.0,1997.0,3.0,10.0,21155,Mitino,10800000
12222,2013-11-16,56,,15.0,1.0,1.0,1.0,2014.0,1.0,1.0,118843,Prospekt Vernadskogo,8796950
12223,2013-11-16,43,,19.0,1.0,1.0,1.0,2014.0,1.0,1.0,21155,Mitino,6600879
12224,2013-11-16,56,41.0,3.0,3.0,10.0,2.0,1968.0,3.0,5.0,153248,Kotlovka,9600000
12225,2013-11-16,31,18.0,1.0,3.0,5.0,5.0,1966.0,2.0,5.0,72131,Novogireevo,5200000
12226,2013-11-16,31,19.0,2.0,3.0,5.0,2.0,1965.0,1.0,5.0,122862,Izmajlovo,2000000
12227,2013-11-16,53,31.0,4.0,3.0,17.0,1.0,2005.0,2.0,9.0,53786,Severnoe Tushino,11000000
12228,2013-11-16,54,28.0,6.0,2.0,6.0,2.0,1911.0,2.0,7.0,102726,Jakimanka,14900000
12229,2013-11-18,39,39.0,8.0,3.0,14.0,1.0,1991.0,1.0,8.0,132349,Novo-Peredelkino,5630000
12230,2013-11-18,76,45.0,7.0,3.0,17.0,1.0,1983.0,3.0,10.0,60315,Severnoe Medvedkovo,12000000
12231,2013-11-18,76,41.0,3.0,2.0,7.0,2.0,1958.0,2.0,12.0,47245,Meshhanskoe,13300000
12232,2013-11-18,39,20.0,4.0,2.0,14.0,1.0,1985.0,1.0,8.0,156377,Strogino,7100000
12233,2013-11-18,45,30.0,3.0,2.0,5.0,5.0,1962.0,2.0,5.0,57107,Timirjazevskoe,2000000
12234,2013-11-18,79,44.0,14.0,2.0,14.0,1.0,2004.0,3.0,12.0,27992,Juzhnoe Medvedkovo,15200000
12235,2013-11-18,33,18.0,8.0,2.0,9.0,1.0,1972.0,1.0,6.0,125111,Solncevo,4632000
12236,2013-11-18,44,24.0,3.0,3.0,5.0,2.0,1961.0,2.0,5.0,1285626,Vnukovo,4500000
12237,2013-11-18,76,40.0,4.0,3.0,15.0,6.0,2012.0,2.0,13.0,1716730,Birjulevo Vostochnoe,6384000
12239,2013-11-18,54,32.0,12.0,2.0,17.0,5.0,1996.0,2.0,9.0,21155,Mitino,8360000
12241,2013-11-18,59,42.0,4.0,3.0,7.0,2.0,1930.0,3.0,4.0,26943,Mar'ina Roshha,14800000
12242,2013-11-18,79,47.0,2.0,2.0,14.0,1.0,1989.0,3.0,8.0,221709,Krjukovo,8250000
12243,2013-11-18,39,23.0,4.0,3.0,12.0,5.0,1969.0,2.0,6.0,79576,Losinoostrovskoe,6500000
12244,2013-11-18,53,30.0,8.0,,14.0,1.0,1988.0,2.0,8.0,132349,Novo-Peredelkino,6600000
12245,2013-11-18,37,24.0,2.0,3.0,9.0,2.0,1968.0,2.0,6.0,219609,Kapotnja,4850000
12246,2013-11-18,50,29.0,2.0,,12.0,1.0,1975.0,2.0,8.0,112221,Chertanovo Juzhnoe,7050000
12248,2013-11-18,22,14.0,3.0,1.0,5.0,2.0,1970.0,1.0,33.0,1452550,Bogorodskoe,3600000
12249,2013-11-18,124,124.0,7.0,1.0,1.0,1.0,2013.0,3.0,1.0,122862,Izmajlovo,20444104
12250,2013-11-18,58,34.0,2.0,2.0,22.0,1.0,2003.0,2.0,10.0,102618,Juzhnoe Butovo,8400000
12251,2013-11-18,35,19.0,8.0,,12.0,1.0,1966.0,1.0,10.0,61039,Ramenki,7600000
12253,2013-11-18,46,27.0,5.0,3.0,9.0,1.0,1971.0,2.0,5.0,76156,Nagatino-Sadovniki,8000000
12254,2013-11-18,58,34.0,17.0,3.0,17.0,1.0,1983.0,2.0,10.0,1716730,Birjulevo Vostochnoe,7100000
12256,2013-11-18,42,20.0,5.0,3.0,17.0,2.0,2000.0,1.0,11.0,19940,Nizhegorodskoe,7900000
12257,2013-11-18,46,29.0,4.0,2.0,9.0,1.0,1975.0,2.0,6.0,61396,Otradnoe,6800000
12258,2013-11-18,41,17.0,2.0,3.0,22.0,4.0,2010.0,1.0,10.0,96959,Levoberezhnoe,3000000
12259,2013-11-18,58,58.0,2.0,1.0,17.0,1.0,2013.0,2.0,1.0,247469,Nekrasovka,5950868
12260,2013-11-18,50,29.0,1.0,3.0,9.0,1.0,1976.0,2.0,9.0,130396,Cheremushki,8000000
12262,2013-11-18,51,,4.0,1.0,4.0,6.0,2014.0,2.0,1.0,2942,Poselenie Filimonkovskoe,3113365
12263,2013-11-18,45,29.0,6.0,2.0,12.0,1.0,1966.0,2.0,5.0,12327,Gol'janovo,6100000
12266,2013-11-19,47,30.0,8.0,3.0,12.0,1.0,1968.0,2.0,6.0,145576,Caricyno,6700000
12268,2013-11-19,44,29.0,4.0,3.0,5.0,2.0,1960.0,2.0,5.0,78810,Koptevo,6650000
12269,2013-11-19,35,14.0,5.0,3.0,10.0,1.0,1995.0,1.0,9.0,102618,Juzhnoe Butovo,6100000
12270,2013-11-19,42,20.0,9.0,3.0,14.0,1.0,1990.0,1.0,8.0,221709,Krjukovo,4850000
12271,2013-11-19,51,51.0,3.0,1.0,17.0,1.0,2013.0,2.0,1.0,247469,Nekrasovka,5115198
12273,2013-11-19,44,28.0,3.0,2.0,9.0,1.0,1970.0,2.0,6.0,104410,Veshnjaki,6450000
12274,2013-11-19,37,19.0,1.0,2.0,22.0,1.0,1989.0,1.0,9.0,85721,Brateevo,1100000
12275,2013-11-19,90,90.0,3.0,3.0,8.0,2.0,1954.0,4.0,8.0,106445,Gagarinskoe,29000000
12276,2013-11-19,96,,20.0,,1.0,1.0,1.0,4.0,1.0,21155,Mitino,12381038
12277,2013-11-19,38,22.0,7.0,2.0,9.0,5.0,1963.0,2.0,7.0,96959,Levoberezhnoe,6150000
12278,2013-11-19,63,60.0,12.0,1.0,17.0,1.0,2013.0,2.0,1.0,247469,Nekrasovka,5903808
12279,2013-11-19,31,18.0,5.0,2.0,5.0,5.0,1963.0,1.0,5.0,76670,Zjuzino,2000000
12280,2013-11-19,51,29.0,10.0,3.0,14.0,1.0,1988.0,2.0,8.0,165727,Mar'ino,2400000
12282,2013-11-19,37,19.0,1.0,2.0,17.0,1.0,1993.0,1.0,8.0,21155,Mitino,5950000
12284,2013-11-19,57,,18.0,1.0,26.0,1.0,2013.0,2.0,10.0,21155,Mitino,8407969
12285,2013-11-19,90,66.0,5.0,3.0,5.0,2.0,1928.0,4.0,7.0,116742,Tverskoe,32500000
12286,2013-11-19,37,18.0,2.0,3.0,17.0,1.0,1997.0,1.0,8.0,91100,Donskoe,7500000
12289,2013-11-19,33,18.0,6.0,2.0,9.0,1.0,1970.0,1.0,6.0,104410,Veshnjaki,4300000
12290,2013-11-19,36,17.0,2.0,2.0,17.0,1.0,2002.0,1.0,10.0,1716730,Birjulevo Vostochnoe,5500000
12291,2013-11-19,79,41.0,8.0,1.0,12.0,4.0,2013.0,3.0,1.0,9553,Poselenie Voskresenskoe,7396800
12292,2013-11-19,55,30.0,8.0,3.0,14.0,4.0,2007.0,2.0,8.0,100846,Dmitrovskoe,8400000
12293,2013-11-19,34,19.0,7.0,3.0,14.0,1.0,1970.0,1.0,9.0,60315,Severnoe Medvedkovo,6600000
12295,2013-11-19,38,20.0,2.0,,14.0,1.0,1986.0,1.0,8.0,85721,Brateevo,5050000
12296,2013-11-19,45,30.0,1.0,3.0,9.0,1.0,1971.0,2.0,5.0,78810,Koptevo,6900000
12297,2013-11-19,59,34.0,9.0,2.0,16.0,1.0,1981.0,2.0,10.0,165727,Mar'ino,8100000
12298,2013-11-19,40,,2.0,,1.0,1.0,1.0,1.0,1.0,5740,Poselenie Pervomajskoe,3003750
12299,2013-11-19,45,30.0,2.0,2.0,5.0,1.0,1962.0,2.0,5.0,31167,Kuz'minki,6600000
12301,2013-11-19,38,19.0,5.0,,14.0,1.0,1974.0,1.0,9.0,79576,Losinoostrovskoe,5650000
12303,2013-11-19,55,35.0,3.0,3.0,8.0,2.0,1960.0,2.0,7.0,55590,Krasnosel'skoe,9850000
12307,2013-11-20,31,20.0,1.0,2.0,5.0,1.0,1963.0,1.0,5.0,89467,Fili Davydkovo,5100000
12308,2013-11-20,60,60.0,23.0,,24.0,1.0,1.0,2.0,1.0,17790,Poselenie Vnukovskoe,5422695
12311,2013-11-20,62,39.0,8.0,2.0,12.0,1.0,1979.0,3.0,8.0,156377,Strogino,10300000
12312,2013-11-20,41,26.0,3.0,2.0,5.0,1.0,1963.0,2.0,5.0,31167,Kuz'minki,6150000
12313,2013-11-20,35,18.0,4.0,3.0,9.0,1.0,1967.0,1.0,6.0,123000,Kon'kovo,6500000
12315,2013-11-20,52,,2.0,1.0,1.0,6.0,1.0,1.0,1.0,17790,Poselenie Vnukovskoe,5637377
12316,2013-11-20,46,30.0,3.0,3.0,12.0,1.0,1972.0,2.0,6.0,125354,Chertanovo Severnoe,7100000
12317,2013-11-20,73,34.0,13.0,3.0,16.0,1.0,1994.0,2.0,11.0,78507,Kuncevo,12000000
12318,2013-11-20,66,29.0,11.0,2.0,2.0,1.0,2008.0,2.0,9.0,57107,Timirjazevskoe,8300000
12319,2013-11-20,62,35.0,6.0,1.0,1.0,6.0,1.0,2.0,1.0,116742,Tverskoe,6496000
12320,2013-11-20,41,25.0,2.0,2.0,5.0,1.0,1961.0,2.0,5.0,142243,Lefortovo,6125000
12321,2013-11-20,30,18.0,6.0,2.0,9.0,2.0,1967.0,1.0,5.0,12327,Gol'janovo,4900000
12323,2013-11-20,45,30.0,3.0,2.0,9.0,1.0,1973.0,2.0,6.0,105663,Juzhnoe Tushino,6400000
12324,2013-11-20,60,42.0,2.0,3.0,9.0,1.0,1975.0,3.0,6.0,64931,Vostochnoe Degunino,7500000
12325,2013-11-20,43,26.0,5.0,2.0,5.0,2.0,1963.0,2.0,5.0,83369,Rjazanskij,4950000
12326,2013-11-20,46,29.0,2.0,3.0,9.0,1.0,1977.0,2.0,5.0,27992,Juzhnoe Medvedkovo,8000000
12329,2013-11-20,39,17.0,16.0,,17.0,1.0,2008.0,1.0,8.0,57107,Timirjazevskoe,5800000
12330,2013-11-20,65,29.0,1.0,1.0,10.0,1.0,2014.0,2.0,1.0,9553,Poselenie Voskresenskoe,5615010
12331,2013-11-20,41,24.0,8.0,2.0,9.0,1.0,1978.0,2.0,6.0,178264,Jasenevo,6500000
12332,2013-11-20,64,44.0,10.0,3.0,14.0,5.0,1974.0,3.0,9.0,81887,Hovrino,8400000
12334,2013-11-20,64,46.0,2.0,3.0,9.0,1.0,1977.0,4.0,6.0,78616,Severnoe Butovo,8800000
12335,2013-11-20,74,50.0,4.0,2.0,5.0,2.0,1959.0,3.0,9.0,80917,Marfino,10100000
12336,2013-11-20,79,47.0,9.0,3.0,17.0,1.0,2010.0,3.0,9.0,247469,Nekrasovka,5452584
12337,2013-11-20,63,34.0,16.0,3.0,16.0,1.0,1974.0,2.0,9.0,123280,Taganskoe,11650000
12339,2013-11-20,35,18.0,4.0,3.0,9.0,2.0,1972.0,1.0,5.0,57405,Preobrazhenskoe,3000000
12340,2013-11-20,40,25.0,5.0,2.0,5.0,1.0,1962.0,2.0,5.0,19940,Nizhegorodskoe,6300000
12343,2013-11-20,40,38.0,1.0,1.0,17.0,4.0,2014.0,1.0,9.0,2942,Poselenie Filimonkovskoe,2413096
12344,2013-11-20,55,39.0,4.0,2.0,5.0,5.0,1963.0,3.0,5.0,155572,Butyrskoe,8500000
12345,2013-11-20,48,31.0,7.0,3.0,12.0,5.0,1967.0,2.0,8.0,65972,Ostankinskoe,10800000
12346,2013-11-20,47,30.0,6.0,3.0,12.0,1.0,1979.0,2.0,6.0,60315,Severnoe Medvedkovo,8500000
12347,2013-11-20,57,42.0,7.0,2.0,9.0,4.0,1976.0,3.0,6.0,145088,Birjulevo Zapadnoe,1000000
12349,2013-11-20,39,19.0,7.0,3.0,10.0,1.0,1994.0,1.0,8.0,102618,Juzhnoe Butovo,990000
12350,2013-11-20,63,44.0,5.0,4.0,12.0,1.0,1974.0,3.0,6.0,61396,Otradnoe,10450000
12351,2013-11-20,38,19.0,14.0,3.0,22.0,1.0,1989.0,1.0,10.0,65972,Ostankinskoe,8500000
