gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,total_score,average_score
0,group A,associate's degree,0,0,65,85,76,226,75.33333333333333
0,group C,associate's degree,1,0,64,64,70,198,66.0
0,group C,some college,1,0,83,83,90,256,85.33333333333333
0,group C,bachelor's degree,1,0,81,88,90,259,86.33333333333333
0,group B,high school,1,0,54,64,68,186,62.0
1,group D,high school,1,1,68,64,66,198,66.0
0,group C,some college,1,0,54,48,52,154,51.333333333333336
0,group D,some college,0,1,59,78,76,213,71.0
0,group B,some high school,1,0,66,69,68,203,67.66666666666667
1,group E,some college,1,0,76,71,72,219,73.0
0,group D,master's degree,1,0,74,79,82,235,78.33333333333333
0,group B,associate's degree,1,1,94,87,92,273,91.0
1,group C,some college,0,0,63,61,54,178,59.333333333333336
0,group E,associate's degree,1,1,95,89,92,276,92.0
0,group D,master's degree,0,0,40,59,54,153,51.0
0,group B,some high school,1,0,82,82,80,244,81.33333333333333
1,group A,high school,1,0,68,70,66,204,68.0
1,group B,bachelor's degree,0,0,55,59,54,168,56.0
1,group C,master's degree,1,0,79,78,77,234,78.0
0,group C,bachelor's degree,1,0,86,92,87,265,88.33333333333333
1,group D,some college,1,0,76,71,73,220,73.33333333333333
1,group A,some high school,1,0,64,50,43,157,52.333333333333336
1,group D,some high school,0,0,62,49,52,163,54.333333333333336
0,group B,some high school,1,1,54,61,62,177,59.0
0,group B,master's degree,0,1,77,97,94,268,89.33333333333333
0,group C,some high school,1,1,76,87,85,248,82.66666666666667
0,group D,some college,1,0,74,89,84,247,82.33333333333333
0,group E,some college,1,1,66,74,73,213,71.0
0,group D,some high school,1,1,66,78,78,222,74.0
0,group B,high school,0,1,67,78,79,224,74.66666666666667
1,group D,some college,1,0,71,49,52,172,57.333333333333336
0,group C,associate's degree,1,0,91,86,84,261,87.0
1,group D,bachelor's degree,1,0,69,58,57,184,61.333333333333336
1,group C,master's degree,0,0,54,59,50,163,54.333333333333336
1,group C,high school,1,1,53,52,49,154,51.333333333333336
1,group E,some college,1,0,68,60,59,187,62.333333333333336
1,group C,some high school,0,1,56,61,60,177,59.0
0,group C,high school,0,0,36,53,43,132,44.0
0,group D,bachelor's degree,0,0,29,41,47,117,39.0
0,group C,associate's degree,1,0,62,74,70,206,68.66666666666667
0,group C,associate's degree,1,1,68,67,73,208,69.33333333333333
0,group C,some high school,1,0,47,54,53,154,51.333333333333336
1,group E,associate's degree,1,1,62,61,58,181,60.333333333333336
0,group E,associate's degree,1,1,79,88,94,261,87.0
1,group B,high school,1,1,73,69,68,210,70.0
0,group C,bachelor's degree,0,1,66,83,83,232,77.33333333333333
1,group C,associate's degree,1,1,51,60,58,169,56.333333333333336
0,group D,high school,1,0,51,66,62,179,59.666666666666664
1,group E,bachelor's degree,1,1,85,66,71,222,74.0
1,group A,associate's degree,1,1,97,92,86,275,91.66666666666667
1,group C,high school,1,1,75,69,68,212,70.66666666666667
1,group D,associate's degree,0,1,79,82,80,241,80.33333333333333
0,group C,associate's degree,1,0,81,77,79,237,79.0
0,group D,associate's degree,1,0,82,95,89,266,88.66666666666667
0,group D,master's degree,1,0,64,63,66,193,64.33333333333333
1,group E,some high school,0,1,78,83,80,241,80.33333333333333
0,group A,some high school,1,1,92,100,97,289,96.33333333333333
1,group C,high school,1,1,72,67,64,203,67.66666666666667
0,group C,high school,0,0,62,67,64,193,64.33333333333333
1,group C,master's degree,1,0,79,72,69,220,73.33333333333333
1,group C,some high school,0,0,79,76,65,220,73.33333333333333
1,group B,bachelor's degree,0,1,87,90,88,265,88.33333333333333
0,group B,associate's degree,1,0,40,48,50,138,46.0
1,group D,some college,0,0,77,62,64,203,67.66666666666667
1,group E,associate's degree,1,0,53,45,40,138,46.0
0,group C,some college,0,0,32,39,33,104,34.666666666666664
0,group C,associate's degree,1,1,55,72,79,206,68.66666666666667
1,group C,master's degree,0,0,61,67,66,194,64.66666666666667
0,group B,associate's degree,0,0,53,70,70,193,64.33333333333333
1,group D,some high school,1,0,73,66,62,201,67.0
0,group D,some college,1,1,74,75,79,228,76.0
0,group C,some college,1,0,63,74,74,211,70.33333333333333
1,group C,bachelor's degree,1,1,96,90,92,278,92.66666666666667
0,group D,some college,0,1,63,80,80,223,74.33333333333333
1,group B,bachelor's degree,0,0,48,51,46,145,48.333333333333336
1,group B,associate's degree,1,0,48,43,45,136,45.333333333333336
0,group E,bachelor's degree,0,1,92,100,100,292,97.33333333333333
0,group D,master's degree,0,1,61,71,78,210,70.0
1,group B,high school,0,0,63,48,47,158,52.666666666666664
1,group D,bachelor's degree,0,0,68,68,67,203,67.66666666666667
1,group B,some college,1,1,71,75,70,216,72.0
1,group A,bachelor's degree,1,0,91,96,92,279,93.0
0,group C,some college,1,0,53,62,56,171,57.0
0,group C,high school,0,1,50,66,64,180,60.0
0,group E,high school,1,0,74,81,71,226,75.33333333333333
1,group A,associate's degree,0,1,40,55,53,148,49.333333333333336
1,group A,some college,1,1,61,51,52,164,54.666666666666664
0,group B,high school,1,0,81,91,89,261,87.0
0,group B,some college,0,1,48,56,58,162,54.0
0,group D,master's degree,1,0,53,61,68,182,60.666666666666664
0,group D,some high school,1,0,81,97,96,274,91.33333333333333
0,group E,some high school,1,0,77,79,80,236,78.66666666666667
0,group D,bachelor's degree,0,0,63,73,78,214,71.33333333333333
0,group D,associate's degree,1,1,73,75,80,228,76.0
0,group D,some college,1,0,69,77,77,223,74.33333333333333
0,group C,associate's degree,1,0,65,76,76,217,72.33333333333333
0,group A,high school,1,0,55,73,73,201,67.0
0,group C,bachelor's degree,0,0,44,63,62,169,56.333333333333336
0,group C,some college,1,0,54,64,65,183,61.0
0,group A,some high school,1,0,48,66,65,179,59.666666666666664
1,group C,some college,0,0,58,57,54,169,56.333333333333336
1,group A,some high school,1,0,71,62,50,183,61.0
1,group E,bachelor's degree,1,0,68,68,64,200,66.66666666666667
0,group E,high school,1,0,74,76,73,223,74.33333333333333
0,group C,bachelor's degree,1,1,92,100,99,291,97.0
0,group C,bachelor's degree,1,1,56,79,72,207,69.0
1,group B,high school,0,0,30,24,15,69,23.0
1,group A,some high school,1,0,53,54,48,155,51.666666666666664
0,group D,high school,1,0,69,77,73,219,73.0
0,group D,some high school,1,0,65,82,81,228,76.0
0,group D,master's degree,1,0,54,60,63,177,59.0
0,group C,high school,1,0,29,29,30,88,29.333333333333332
0,group E,some college,1,0,76,78,80,234,78.0
1,group D,high school,0,0,60,57,51,168,56.0
1,group D,master's degree,0,1,84,89,90,263,87.66666666666667
1,group C,some high school,1,0,75,72,62,209,69.66666666666667
0,group C,associate's degree,1,0,85,84,82,251,83.66666666666667
0,group C,master's degree,0,0,40,58,54,152,50.666666666666664
0,group E,some college,1,0,61,64,62,187,62.333333333333336
0,group B,associate's degree,1,0,58,63,65,186,62.0
1,group D,some college,0,1,69,60,63,192,64.0
0,group C,some college,1,0,58,59,66,183,61.0
1,group C,bachelor's degree,1,1,94,90,91,275,91.66666666666667
0,group C,associate's degree,1,0,65,77,74,216,72.0
0,group A,associate's degree,1,0,82,93,93,268,89.33333333333333
0,group C,high school,1,0,60,68,72,200,66.66666666666667
0,group E,bachelor's degree,1,0,37,45,38,120,40.0
1,group D,bachelor's degree,1,0,88,78,83,249,83.0
1,group D,master's degree,1,0,95,81,84,260,86.66666666666667
1,group C,associate's degree,0,1,65,73,68,206,68.66666666666667
0,group C,high school,0,0,35,61,54,150,50.0
1,group B,bachelor's degree,0,0,62,63,56,181,60.333333333333336
1,group C,high school,0,1,58,51,52,161,53.666666666666664
1,group A,some college,1,1,100,96,86,282,94.0
0,group E,bachelor's degree,0,0,61,58,62,181,60.333333333333336
1,group D,some college,1,1,100,97,99,296,98.66666666666667
1,group B,associate's degree,0,1,69,70,63,202,67.33333333333333
1,group D,associate's degree,1,0,61,48,46,155,51.666666666666664
1,group D,some college,0,0,49,57,46,152,50.666666666666664
0,group C,some high school,1,1,44,51,55,150,50.0
1,group D,some college,1,0,67,64,70,201,67.0
1,group B,high school,1,0,79,60,65,204,68.0
0,group B,bachelor's degree,1,1,66,74,81,221,73.66666666666667
0,group C,high school,1,0,75,88,85,248,82.66666666666667
1,group D,some high school,1,0,84,84,80,248,82.66666666666667
1,group A,high school,1,0,71,74,64,209,69.66666666666667
0,group B,high school,0,1,67,80,81,228,76.0
0,group D,some high school,1,1,80,92,88,260,86.66666666666667
1,group E,some college,1,0,86,76,74,236,78.66666666666667
0,group D,associate's degree,1,0,76,74,73,223,74.33333333333333
1,group D,high school,1,0,41,52,51,144,48.0
0,group D,associate's degree,0,1,74,88,90,252,84.0
0,group B,some high school,0,0,72,81,79,232,77.33333333333333
0,group E,high school,1,1,74,79,80,233,77.66666666666667
1,group B,high school,1,0,70,65,60,195,65.0
0,group B,bachelor's degree,1,1,65,81,81,227,75.66666666666667
0,group D,associate's degree,1,0,59,70,65,194,64.66666666666667
0,group E,high school,0,0,64,62,68,194,64.66666666666667
0,group B,high school,1,0,50,53,55,158,52.666666666666664
0,group D,some college,1,1,69,79,81,229,76.33333333333333
1,group C,some high school,0,1,51,56,53,160,53.333333333333336
0,group A,high school,1,1,68,80,76,224,74.66666666666667
0,group D,some college,1,1,85,86,98,269,89.66666666666667
0,group A,associate's degree,1,1,65,70,74,209,69.66666666666667
0,group B,some high school,1,0,73,79,79,231,77.0
0,group B,some college,1,0,62,67,67,196,65.33333333333333
1,group C,associate's degree,0,0,77,67,64,208,69.33333333333333
1,group D,some high school,1,0,69,66,61,196,65.33333333333333
0,group D,associate's degree,0,0,43,60,58,161,53.666666666666664
1,group D,associate's degree,1,0,90,87,85,262,87.33333333333333
1,group C,some college,0,0,74,77,73,224,74.66666666666667
1,group C,some high school,1,0,73,66,63,202,67.33333333333333
0,group D,some college,0,0,55,71,69,195,65.0
0,group C,high school,1,0,65,69,67,201,67.0
1,group D,associate's degree,1,0,80,63,63,206,68.66666666666667
0,group C,some high school,0,1,50,60,60,170,56.666666666666664
0,group C,some college,0,1,63,73,71,207,69.0
0,group B,bachelor's degree,0,0,77,85,87,249,83.0
1,group C,some college,1,0,73,74,61,208,69.33333333333333
1,group D,associate's degree,1,1,81,72,77,230,76.66666666666667
0,group C,high school,0,0,66,76,68,210,70.0
1,group D,associate's degree,0,0,52,57,50,159,53.0
0,group C,some college,1,0,69,78,76,223,74.33333333333333
0,group C,associate's degree,1,1,65,84,84,233,77.66666666666667
0,group D,high school,1,1,69,77,78,224,74.66666666666667
0,group B,some college,1,1,50,64,66,180,60.0
0,group E,some college,1,1,73,78,76,227,75.66666666666667
0,group C,some high school,1,1,70,82,76,228,76.0
1,group D,associate's degree,0,0,81,75,78,234,78.0
1,group D,some college,0,0,63,61,60,184,61.333333333333336
0,group D,high school,1,0,67,72,74,213,71.0
1,group B,high school,1,0,60,68,60,188,62.666666666666664
1,group B,high school,1,0,62,55,54,171,57.0
0,group C,some high school,0,1,29,40,44,113,37.666666666666664
1,group B,some college,1,1,62,66,68,196,65.33333333333333
0,group E,master's degree,1,1,94,99,100,293,97.66666666666667
1,group E,some college,1,1,85,75,68,228,76.0
1,group D,associate's degree,0,0,77,78,73,228,76.0
1,group A,high school,0,0,53,58,44,155,51.666666666666664
1,group E,some college,0,0,93,90,83,266,88.66666666666667
0,group C,associate's degree,1,0,49,53,53,155,51.666666666666664
0,group E,associate's degree,0,0,73,76,78,227,75.66666666666667
0,group C,bachelor's degree,0,1,66,74,81,221,73.66666666666667
0,group D,associate's degree,1,0,77,77,73,227,75.66666666666667
0,group C,some high school,1,0,49,63,56,168,56.0
0,group D,some college,0,0,79,89,86,254,84.66666666666667
0,group C,associate's degree,1,1,75,82,90,247,82.33333333333333
0,group A,bachelor's degree,1,0,59,72,70,201,67.0
0,group D,associate's degree,1,1,57,78,79,214,71.33333333333333
1,group C,high school,0,0,66,66,59,191,63.666666666666664
0,group E,bachelor's degree,1,1,79,81,82,242,80.66666666666667
0,group B,some high school,1,0,57,67,72,196,65.33333333333333
1,group A,bachelor's degree,1,1,87,84,87,258,86.0
0,group D,some college,1,0,63,64,67,194,64.66666666666667
0,group B,some high school,0,1,59,63,64,186,62.0
1,group A,bachelor's degree,0,0,62,72,65,199,66.33333333333333
1,group D,high school,1,0,46,34,36,116,38.666666666666664
1,group C,some college,1,0,66,59,52,177,59.0
1,group D,high school,1,0,89,87,79,255,85.0
0,group D,associate's degree,0,1,42,61,58,161,53.666666666666664
1,group C,some college,1,1,93,84,90,267,89.0
0,group E,some high school,1,1,80,85,85,250,83.33333333333333
0,group D,some college,1,0,98,100,99,297,99.0
1,group D,master's degree,1,0,81,81,84,246,82.0
0,group B,some high school,1,1,60,70,74,204,68.0
0,group B,associate's degree,0,1,76,94,87,257,85.66666666666667
1,group C,associate's degree,1,1,73,78,72,223,74.33333333333333
0,group C,associate's degree,1,1,96,96,99,291,97.0
0,group C,high school,1,0,76,76,74,226,75.33333333333333
1,group E,associate's degree,0,1,91,73,80,244,81.33333333333333
0,group C,some college,0,0,62,72,70,204,68.0
1,group D,some high school,0,1,55,59,59,173,57.666666666666664
0,group B,some high school,0,1,74,90,88,252,84.0
1,group C,high school,1,0,50,48,42,140,46.666666666666664
1,group B,some college,1,0,47,43,41,131,43.666666666666664
1,group E,some college,1,1,81,74,71,226,75.33333333333333
0,group E,associate's degree,1,1,65,75,77,217,72.33333333333333
1,group E,some high school,1,1,68,51,57,176,58.666666666666664
0,group D,high school,0,0,73,92,84,249,83.0
1,group C,some college,1,0,53,39,37,129,43.0
0,group B,associate's degree,0,1,68,77,80,225,75.0
1,group A,some high school,0,0,55,46,43,144,48.0
0,group C,some college,1,1,87,89,94,270,90.0
1,group D,some high school,1,0,55,47,44,146,48.666666666666664
0,group E,some college,0,0,53,58,57,168,56.0
1,group C,master's degree,1,0,67,57,59,183,61.0
1,group C,associate's degree,1,0,92,79,84,255,85.0
0,group B,some college,0,1,53,66,73,192,64.0
1,group D,associate's degree,1,0,81,71,73,225,75.0
1,group C,high school,0,0,61,60,55,176,58.666666666666664
1,group D,bachelor's degree,1,0,80,73,72,225,75.0
0,group A,associate's degree,0,0,37,57,56,150,50.0
0,group C,high school,1,0,81,84,82,247,82.33333333333333
0,group C,associate's degree,1,1,59,73,72,204,68.0
1,group B,some college,0,0,55,55,47,157,52.333333333333336
1,group D,associate's degree,1,0,72,79,74,225,75.0
1,group D,high school,1,0,69,75,71,215,71.66666666666667
1,group C,some college,1,0,69,64,68,201,67.0
0,group C,bachelor's degree,0,0,50,60,59,169,56.333333333333336
1,group B,some college,1,1,87,84,86,257,85.66666666666667
1,group D,some high school,1,1,71,69,68,208,69.33333333333333
1,group E,some college,1,0,68,72,65,205,68.33333333333333
1,group C,master's degree,0,1,79,77,75,231,77.0
0,group C,some high school,1,1,77,90,85,252,84.0
1,group C,associate's degree,0,0,58,55,53,166,55.333333333333336
0,group E,associate's degree,1,0,84,95,92,271,90.33333333333333
1,group D,some college,1,0,55,58,52,165,55.0
1,group E,bachelor's degree,0,1,70,68,72,210,70.0
0,group D,some college,0,1,52,59,65,176,58.666666666666664
1,group B,some college,1,1,69,77,77,223,74.33333333333333
0,group C,high school,0,0,53,72,64,189,63.0
0,group D,some high school,1,0,48,58,54,160,53.333333333333336
1,group D,some high school,1,1,78,81,86,245,81.66666666666667
0,group B,high school,1,0,62,62,63,187,62.333333333333336
1,group D,some college,1,0,60,63,59,182,60.666666666666664
0,group B,high school,1,0,74,72,72,218,72.66666666666667
0,group C,high school,1,1,58,75,77,210,70.0
1,group B,high school,1,1,76,62,60,198,66.0
0,group D,some high school,1,0,68,71,75,214,71.33333333333333
1,group A,some college,0,0,58,60,57,175,58.333333333333336
1,group B,high school,1,0,52,48,49,149,49.666666666666664
1,group D,bachelor's degree,1,0,75,73,74,222,74.0
0,group B,some high school,0,1,52,67,72,191,63.666666666666664
0,group C,bachelor's degree,0,0,62,78,79,219,73.0
1,group B,some college,1,0,66,65,60,191,63.666666666666664
0,group B,some high school,0,0,49,58,55,162,54.0
0,group B,high school,1,0,66,72,70,208,69.33333333333333
0,group C,some college,0,0,35,44,43,122,40.666666666666664
0,group A,some college,1,1,72,79,82,233,77.66666666666667
1,group E,associate's degree,1,1,94,85,82,261,87.0
0,group D,associate's degree,0,0,46,56,57,159,53.0
0,group B,master's degree,1,0,77,90,84,251,83.66666666666667
0,group B,high school,0,1,76,85,82,243,81.0
0,group C,associate's degree,1,1,52,59,62,173,57.666666666666664
1,group C,bachelor's degree,1,1,91,81,79,251,83.66666666666667
0,group B,some high school,1,1,32,51,44,127,42.333333333333336
0,group E,some high school,0,0,72,79,77,228,76.0
0,group B,some college,1,0,19,38,32,89,29.666666666666668
1,group C,associate's degree,0,0,68,65,61,194,64.66666666666667
0,group C,master's degree,0,0,52,65,61,178,59.333333333333336
0,group B,high school,1,0,48,62,60,170,56.666666666666664
0,group D,some college,0,0,60,66,70,196,65.33333333333333
1,group D,high school,0,0,66,74,69,209,69.66666666666667
1,group E,some high school,1,1,89,84,77,250,83.33333333333333
0,group B,high school,1,0,42,52,51,145,48.333333333333336
0,group E,associate's degree,0,1,57,68,73,198,66.0
1,group D,high school,1,0,70,70,70,210,70.0
0,group E,associate's degree,0,0,70,84,81,235,78.33333333333333
1,group E,some college,1,0,69,60,54,183,61.0
0,group C,associate's degree,1,0,52,55,57,164,54.666666666666664
1,group C,some high school,1,1,67,73,68,208,69.33333333333333
1,group C,some high school,1,1,76,80,73,229,76.33333333333333
0,group E,associate's degree,1,0,87,94,95,276,92.0
0,group B,some college,1,0,82,85,87,254,84.66666666666667
0,group C,some college,1,0,73,76,78,227,75.66666666666667
1,group A,some college,0,0,75,81,74,230,76.66666666666667
0,group D,some college,0,0,64,74,75,213,71.0
0,group E,high school,0,0,41,45,40,126,42.0
1,group C,high school,1,0,90,75,69,234,78.0
1,group B,bachelor's degree,1,0,59,54,51,164,54.666666666666664
1,group A,some high school,1,0,51,31,36,118,39.333333333333336
1,group A,high school,0,0,45,47,49,141,47.0
0,group C,master's degree,1,1,54,64,67,185,61.666666666666664
1,group E,some high school,1,1,87,84,76,247,82.33333333333333
0,group C,high school,1,0,72,80,83,235,78.33333333333333
1,group B,some high school,1,1,94,86,87,267,89.0
0,group A,bachelor's degree,1,0,45,59,64,168,56.0
1,group D,bachelor's degree,0,1,61,70,76,207,69.0
0,group B,high school,0,0,60,72,68,200,66.66666666666667
0,group C,some high school,1,0,77,91,88,256,85.33333333333333
0,group A,some high school,1,1,85,90,92,267,89.0
0,group D,bachelor's degree,0,0,78,90,93,261,87.0
1,group E,some college,0,1,49,52,51,152,50.666666666666664
0,group B,high school,0,0,71,87,82,240,80.0
0,group C,some high school,0,0,48,58,52,158,52.666666666666664
1,group C,high school,1,0,62,67,58,187,62.333333333333336
0,group C,associate's degree,0,1,56,68,70,194,64.66666666666667
0,group C,some high school,1,0,65,69,76,210,70.0
0,group D,some high school,0,1,69,86,81,236,78.66666666666667
1,group B,some high school,1,0,68,54,53,175,58.333333333333336
0,group A,some college,0,0,61,60,57,178,59.333333333333336
0,group C,bachelor's degree,0,1,74,86,89,249,83.0
1,group A,bachelor's degree,1,0,64,60,58,182,60.666666666666664
0,group B,high school,1,1,77,82,89,248,82.66666666666667
1,group B,some college,1,0,58,50,45,153,51.0
0,group C,high school,1,1,60,64,74,198,66.0
1,group E,high school,1,0,73,64,57,194,64.66666666666667
0,group A,high school,1,1,75,82,79,236,78.66666666666667
1,group B,associate's degree,0,1,58,57,53,168,56.0
0,group C,associate's degree,1,0,66,77,73,216,72.0
0,group D,high school,0,0,39,52,46,137,45.666666666666664
1,group C,some high school,1,0,64,58,51,173,57.666666666666664
0,group B,high school,0,1,23,44,36,103,34.333333333333336
1,group B,some college,0,1,74,77,76,227,75.66666666666667
0,group D,some high school,0,1,40,65,64,169,56.333333333333336
1,group E,master's degree,1,0,90,85,84,259,86.33333333333333
1,group C,master's degree,1,1,91,85,85,261,87.0
1,group D,high school,1,0,64,54,50,168,56.0
0,group C,high school,1,0,59,72,68,199,66.33333333333333
1,group D,associate's degree,1,0,80,75,69,224,74.66666666666667
1,group C,master's degree,1,0,71,67,67,205,68.33333333333333
0,group A,high school,1,0,61,68,63,192,64.0
0,group E,some college,1,0,87,85,93,265,88.33333333333333
1,group E,some high school,1,0,82,67,61,210,70.0
1,group C,some high school,1,0,62,64,55,181,60.333333333333336
0,group B,bachelor's degree,1,0,97,97,96,290,96.66666666666667
1,group B,some college,0,0,75,68,65,208,69.33333333333333
0,group C,bachelor's degree,1,0,65,79,81,225,75.0
1,group B,high school,1,1,52,49,46,147,49.0
1,group C,associate's degree,0,0,87,73,72,232,77.33333333333333
0,group C,associate's degree,1,0,53,62,53,168,56.0
0,group E,master's degree,0,0,81,86,87,254,84.66666666666667
1,group D,bachelor's degree,0,1,39,42,38,119,39.666666666666664
0,group C,some college,1,1,71,71,80,222,74.0
1,group C,associate's degree,1,0,97,93,91,281,93.66666666666667
1,group D,some college,1,1,82,82,88,252,84.0
1,group C,high school,0,0,59,53,52,164,54.666666666666664
1,group B,associate's degree,1,0,61,42,41,144,48.0
1,group E,associate's degree,0,1,78,74,72,224,74.66666666666667
1,group C,associate's degree,0,0,49,51,51,151,50.333333333333336
1,group B,high school,1,0,59,58,47,164,54.666666666666664
0,group C,some college,1,1,70,72,76,218,72.66666666666667
1,group B,associate's degree,1,1,82,84,78,244,81.33333333333333
1,group E,associate's degree,0,0,90,90,82,262,87.33333333333333
0,group C,bachelor's degree,0,0,43,62,61,166,55.333333333333336
1,group C,some college,0,0,80,64,66,210,70.0
1,group D,some college,1,0,81,82,84,247,82.33333333333333
1,group C,some high school,1,0,57,61,54,172,57.333333333333336
0,group D,some high school,1,0,59,72,80,211,70.33333333333333
0,group D,associate's degree,1,0,64,76,74,214,71.33333333333333
1,group C,bachelor's degree,1,1,63,64,66,193,64.33333333333333
0,group E,bachelor's degree,1,1,71,70,70,211,70.33333333333333
0,group B,high school,0,0,64,73,71,208,69.33333333333333
1,group D,bachelor's degree,0,0,55,46,44,145,48.333333333333336
0,group E,associate's degree,1,0,51,51,54,156,52.0
0,group C,associate's degree,1,1,62,76,80,218,72.66666666666667
0,group E,associate's degree,1,1,93,100,95,288,96.0
1,group C,high school,0,0,54,72,59,185,61.666666666666664
0,group D,some college,0,0,69,65,74,208,69.33333333333333
1,group D,high school,0,0,44,51,48,143,47.666666666666664
0,group E,some college,1,1,86,85,91,262,87.33333333333333
0,group E,associate's degree,1,0,85,92,85,262,87.33333333333333
0,group A,master's degree,0,0,50,67,73,190,63.333333333333336
1,group D,some high school,1,1,88,74,75,237,79.0
0,group E,associate's degree,1,0,59,62,69,190,63.333333333333336
0,group E,some high school,0,0,32,34,38,104,34.666666666666664
1,group B,high school,0,0,36,29,27,92,30.666666666666668
0,group B,some high school,0,1,63,78,79,220,73.33333333333333
1,group D,associate's degree,1,1,67,54,63,184,61.333333333333336
0,group D,some high school,1,1,65,78,82,225,75.0
1,group D,master's degree,1,0,85,84,89,258,86.0
0,group C,master's degree,1,0,73,78,74,225,75.0
0,group A,high school,0,1,34,48,41,123,41.0
0,group D,bachelor's degree,0,1,93,100,100,293,97.66666666666667
0,group D,some high school,0,0,67,84,84,235,78.33333333333333
1,group D,some college,1,0,88,77,77,242,80.66666666666667
1,group B,high school,1,0,57,48,51,156,52.0
0,group D,some college,1,1,79,84,91,254,84.66666666666667
0,group C,bachelor's degree,0,0,67,75,72,214,71.33333333333333
1,group E,bachelor's degree,1,1,70,64,70,204,68.0
1,group D,bachelor's degree,0,0,50,42,48,140,46.666666666666664
0,group A,some college,1,0,69,84,82,235,78.33333333333333
0,group C,bachelor's degree,1,1,52,61,66,179,59.666666666666664
0,group C,bachelor's degree,0,1,47,62,66,175,58.333333333333336
0,group B,associate's degree,0,0,46,61,55,162,54.0
0,group E,some college,1,0,68,70,66,204,68.0
1,group E,bachelor's degree,1,1,100,100,100,300,100.0
0,group C,high school,1,0,44,61,52,157,52.333333333333336
0,group C,associate's degree,1,1,57,77,80,214,71.33333333333333
1,group B,some college,1,1,91,96,91,278,92.66666666666667
1,group D,high school,0,0,69,70,67,206,68.66666666666667
0,group C,high school,0,0,35,53,46,134,44.666666666666664
1,group D,high school,1,0,72,66,66,204,68.0
0,group B,associate's degree,0,0,54,65,65,184,61.333333333333336
1,group D,high school,0,0,74,70,69,213,71.0
1,group E,some high school,1,1,74,64,60,198,66.0
1,group E,associate's degree,0,0,64,56,52,172,57.333333333333336
0,group D,high school,0,1,65,61,71,197,65.66666666666667
1,group E,associate's degree,0,1,46,43,44,133,44.333333333333336
0,group C,some high school,0,0,48,56,51,155,51.666666666666664
1,group C,some college,0,1,67,74,70,211,70.33333333333333
1,group D,some college,0,0,62,57,62,181,60.333333333333336
1,group D,associate's degree,0,1,61,71,73,205,68.33333333333333
1,group C,bachelor's degree,0,1,70,75,74,219,73.0
1,group C,associate's degree,1,1,98,87,90,275,91.66666666666667
1,group D,some college,0,0,70,63,58,191,63.666666666666664
1,group A,associate's degree,1,0,67,57,53,177,59.0
0,group E,high school,0,0,57,58,57,172,57.333333333333336
1,group D,some college,1,1,85,81,85,251,83.66666666666667
1,group D,some high school,1,1,77,68,69,214,71.33333333333333
1,group C,master's degree,0,1,72,66,72,210,70.0
0,group D,master's degree,1,0,78,91,96,265,88.33333333333333
1,group C,high school,1,0,81,66,64,211,70.33333333333333
1,group A,some high school,0,1,61,62,61,184,61.333333333333336
0,group B,high school,1,0,58,68,61,187,62.333333333333336
0,group C,associate's degree,1,0,54,61,58,173,57.666666666666664
1,group B,high school,1,0,82,82,80,244,81.33333333333333
0,group D,some college,0,0,49,58,60,167,55.666666666666664
1,group B,some high school,0,1,49,50,52,151,50.333333333333336
0,group E,high school,0,1,57,75,73,205,68.33333333333333
1,group E,high school,1,0,94,73,71,238,79.33333333333333
0,group D,some college,1,1,75,77,83,235,78.33333333333333
0,group E,some high school,0,0,74,74,72,220,73.33333333333333
1,group C,high school,1,1,58,52,54,164,54.666666666666664
0,group C,some college,1,0,62,69,69,200,66.66666666666667
1,group E,associate's degree,1,0,72,57,62,191,63.666666666666664
1,group C,some college,1,0,84,87,81,252,84.0
0,group D,master's degree,1,0,92,100,100,292,97.33333333333333
0,group D,high school,1,0,45,63,59,167,55.666666666666664
1,group C,high school,1,0,75,81,71,227,75.66666666666667
0,group A,some college,1,0,56,58,64,178,59.333333333333336
0,group D,some high school,0,0,48,54,53,155,51.666666666666664
0,group E,associate's degree,1,0,100,100,100,300,100.0
0,group C,some high school,0,1,65,76,75,216,72.0
1,group D,some college,1,0,72,57,58,187,62.333333333333336
0,group D,some college,1,0,62,70,72,204,68.0
1,group A,some high school,1,1,66,68,64,198,66.0
1,group C,some college,1,0,63,63,60,186,62.0
0,group E,associate's degree,1,0,68,76,67,211,70.33333333333333
0,group B,bachelor's degree,1,0,75,84,80,239,79.66666666666667
0,group D,bachelor's degree,1,0,89,100,100,289,96.33333333333333
1,group C,some high school,1,1,78,72,69,219,73.0
0,group A,high school,0,1,53,50,60,163,54.333333333333336
0,group D,some college,0,0,49,65,61,175,58.333333333333336
0,group A,some college,1,0,54,63,67,184,61.333333333333336
0,group C,some college,1,1,64,82,77,223,74.33333333333333
1,group B,some college,0,1,60,62,60,182,60.666666666666664
1,group C,associate's degree,1,0,62,65,58,185,61.666666666666664
1,group D,high school,1,1,55,41,48,144,48.0
0,group C,associate's degree,1,0,91,95,94,280,93.33333333333333
0,group B,high school,0,0,8,24,23,55,18.333333333333332
1,group D,some high school,1,0,81,78,78,237,79.0
1,group B,some high school,1,1,79,85,86,250,83.33333333333333
0,group A,some college,1,1,78,87,91,256,85.33333333333333
0,group C,some high school,1,0,74,75,82,231,77.0
1,group A,high school,1,0,57,51,54,162,54.0
