timestamp,salary,fixed_basket,rent_price_3room_eco,rent_price_2room_eco,rent_price_1room_eco,average_life_exp
2011-05-11,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-12,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-13,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-14,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-15,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-16,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-17,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-18,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-19,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-20,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-21,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-22,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-23,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-24,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-25,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-26,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-27,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-28,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-29,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-30,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-05-31,44898.7,13068.42,43.71,35.89,27.94,75.79
2011-06-01,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-02,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-03,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-04,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-05,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-06,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-07,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-08,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-09,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-10,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-11,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-12,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-13,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-14,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-15,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-16,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-17,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-18,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-19,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-20,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-21,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-22,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-23,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-24,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-25,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-26,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-27,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-28,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-29,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-06-30,44898.7,13040.16,44.16,35.22,27.73,75.79
2011-07-01,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-02,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-03,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-04,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-05,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-06,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-07,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-08,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-09,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-10,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-11,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-12,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-13,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-14,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-15,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-16,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-17,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-18,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-19,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-20,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-21,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-22,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-23,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-24,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-25,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-26,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-27,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-28,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-29,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-30,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-07-31,44898.7,12995.37,43.41,35.35,28.76,75.79
2011-08-01,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-02,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-03,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-04,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-05,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-06,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-07,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-08,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-09,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-10,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-11,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-12,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-13,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-14,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-15,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-16,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-17,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-18,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-19,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-20,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-21,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-22,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-23,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-24,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-25,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-26,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-27,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-28,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-29,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-30,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-08-31,44898.7,12838.36,41.8,36.77,29.07,75.79
2011-09-01,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-02,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-03,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-04,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-05,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-06,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-07,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-08,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-09,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-10,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-11,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-12,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-13,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-14,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-15,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-16,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-17,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-18,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-19,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-20,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-21,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-22,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-23,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-24,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-25,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-26,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-27,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-28,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-29,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-09-30,44898.7,12856.97,44.25,37.73,30.63,75.79
2011-10-01,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-02,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-03,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-04,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-05,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-06,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-07,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-08,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-09,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-10,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-11,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-12,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-13,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-14,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-15,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-16,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-17,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-18,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-19,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-20,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-21,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-22,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-23,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-24,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-25,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-26,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-27,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-28,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-29,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-30,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-10-31,44898.7,12922.97,43.46,38.1,31.11,75.79
2011-11-01,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-02,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-03,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-04,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-05,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-06,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-07,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-08,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-09,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-10,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-11,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-12,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-13,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-14,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-15,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-16,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-17,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-18,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-19,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-20,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-21,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-22,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-23,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-24,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-25,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-26,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-27,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-28,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-29,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-11-30,44898.7,12959.49,46.5,38.62,31.53,75.79
2011-12-01,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-02,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-03,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-04,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-05,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-06,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-07,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-08,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-09,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-10,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-11,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-12,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-13,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-14,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-15,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-16,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-17,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-18,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-19,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-20,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-21,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-22,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-23,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-24,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-25,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-26,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-27,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-28,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-29,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-30,44898.7,12992.44,46.44,37.93,30.74,75.79
2011-12-31,44898.7,12992.44,46.44,37.93,30.74,75.79
2012-01-01,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-02,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-03,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-04,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-05,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-06,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-07,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-08,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-09,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-10,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-11,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-12,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-13,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-14,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-15,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-16,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-17,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-18,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-19,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-20,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-21,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-22,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-23,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-24,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-25,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-26,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-27,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-28,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-29,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-30,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-01-31,48830.4,13128.84,47.71,39.47,31.25,75.74
2012-02-01,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-02,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-03,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-04,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-05,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-06,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-07,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-08,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-09,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-10,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-11,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-12,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-13,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-14,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-15,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-16,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-17,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-18,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-19,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-20,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-21,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-22,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-23,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-24,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-25,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-26,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-27,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-28,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-02-29,48830.4,13166.88,45.53,38.39,31.12,75.74
2012-03-01,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-02,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-03,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-04,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-05,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-06,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-07,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-08,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-09,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-10,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-11,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-12,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-13,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-14,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-15,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-16,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-17,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-18,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-19,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-20,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-21,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-22,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-23,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-24,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-25,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-26,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-27,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-28,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-29,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-30,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-03-31,48830.4,13243.77,45.31,38.45,31.64,75.74
2012-04-01,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-02,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-03,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-04,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-05,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-06,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-07,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-08,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-09,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-10,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-11,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-12,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-13,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-14,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-15,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-16,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-17,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-18,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-19,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-20,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-21,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-22,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-23,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-24,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-25,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-26,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-27,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-28,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-29,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-04-30,48830.4,13292.33,44.25,37.85,30.89,75.74
2012-05-01,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-02,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-03,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-04,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-05,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-06,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-07,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-08,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-09,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-10,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-11,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-12,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-13,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-14,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-15,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-16,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-17,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-18,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-19,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-20,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-21,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-22,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-23,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-24,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-25,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-26,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-27,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-28,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-29,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-30,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-05-31,48830.4,13350.32,44.57,37.96,30.67,75.74
2012-06-01,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-02,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-03,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-04,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-05,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-06,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-07,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-08,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-09,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-10,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-11,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-12,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-13,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-14,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-15,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-16,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-17,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-18,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-19,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-20,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-21,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-22,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-23,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-24,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-25,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-26,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-27,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-28,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-29,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-06-30,48830.4,13494.23,46.29,39.0,30.48,75.74
2012-07-01,48830.4,13762.47,43.42,38.25,31.1,75.74
2012-07-02,48830.4,13762.47,43.42,38.25,31.1,75.74
2012-07-03,48830.4,13762.47,43.42,38.25,31.1,75.74
2012-07-04,48830.4,13762.47,43.42,38.25,31.1,75.74
2012-07-05,48830.4,13762.47,43.42,38.25,31.1,75.74
